;Predictions;True labels;
159;0,01172106;0,02;0,413947016
160;0,03573107;0,05;0,285378605
161;0,028251959;0,03;0,058268033
162;0,038720161;0,03;0,290672024
163;0,014068333;0,01;0,40683325
164;0,028537177;0,03;0,048760782
165;-0,000935079;0,03;1,03116929
166;0,0484518;0,08;0,394352501
167;0,08825063;0,13;0,321149003
168;0,025612632;0,05;0,487747364
169;0,016547658;0,01;0,654765755
170;0,021989111;0,01;1,198911086
171;0,024096737;0,03;0,196775444
172;0,021268943;0,01;1,126894332
173;0,027126154;0,01;1,712615393
174;0,016504815;0,05;0,669903703
175;0,021241112;0,01;1,124111168
176;0,032434698;0,03;0,081156606
177;0,019735465;0,05;0,605290703
178;0,018000843;0,01;0,8000843
179;0,024391748;0,03;0,186941733
180;0,022860987;0,03;0,237967096
181;0,021527566;0,02;0,076378301
182;0,010487768;0,02;0,475611607
183;0,026292106;0,02;0,314605307
184;0,023693707;0,02;0,184685342
185;0,036887258;0,02;0,844362915
186;0,029244414;0,01;1,92444136
187;0,027143892;0,01;1,71438919
188;0,023014421;0,03;0,232852645
189;0,025153859;0,02;0,257692929
190;0,006002299;0,01;0,399770051
191;0,022002755;0,03;0,266574842
192;0,010494184;0,01;0,049418375
193;0,039211791;0,02;0,96058955
194;0,030272176;0,03;0,00907255
195;0,03248287;0,02;0,624143496
196;0,024357527;0,02;0,217876375
197;0,02046548;0,02;0,023274008
198;0,02586114;0,02;0,293057017
199;0,012565179;0,02;0,37174106
200;-0,002185714;0,02;1,109285687
201;0,028669685;0,03;0,044343829
202;0,032914229;0,01;2,291422874
203;0,040955536;0,03;0,365184536
204;0,063042812;0,03;1,101427068
205;0,044451769;0,02;1,222588472
206;0,007904745;0,02;0,604762765
207;0,056671344;0,03;0,889044791
208;0,008719028;0,02;0,564048601
209;0,010550048;0,01;0,05500482
210;0,012367039;0,01;0,236703899
211;0,003855375;0,02;0,807231233
212;0,017169418;0,01;0,716941781
213;0,014082314;0,01;0,408231352
214;0,002103689;0,02;0,894815555
215;0,026908621;0,03;0,10304596
216;0,009038459;0,02;0,548077071
217;0,002002933;0,01;0,79970667
218;0,010232458;0,01;0,023245789
219;0,008061434;0,02;0,596928293
220;0,029603291;0,01;1,96032913
221;0,022208488;0,02;0,110424381
222;0,020811243;0,02;0,040562149
223;0,037852358;0,01;2,785235807
224;0,008600377;0,02;0,569981173
225;0,051867928;0,02;1,593396418
226;0,013061416;0,02;0,346929183
227;0,028083624;0,03;0,063879189
228;0,026123248;0,05;0,477535039
229;0,033834826;0,02;0,69174131
230;0,035873938;0,08;0,551575771
231;0,034108665;0,01;2,410866484
232;0,023687312;0,01;1,368731238
233;0,013939751;0,01;0,393975131
234;0,0289225;0,05;0,421549998
235;0,009759256;0,01;0,024074432
236;0,016874526;0,01;0,68745257
237;0,009340737;0,01;0,065926298
238;0,03548966;0,01;2,548965976
239;0,01601452;0,01;0,601452008
240;0,036763888;0,01;2,676388785
241;0,037713602;0,01;2,771360219
242;0,009256871;0,01;0,074312858
243;0,009973717;0,02;0,501314154
244;0,003978454;0,01;0,602154642
245;0,013579433;0,02;0,321028357
246;0,013780912;0,01;0,378091238
247;0,019534159;0,02;0,023292027
248;0,018815322;0,02;0,059233908
249;0,014397638;0,02;0,280118104
250;0,016127668;0,01;0,612766832
251;0,038283031;0,02;0,914151572
252;0,025968542;0,02;0,298427116
253;0,030356454;0,02;0,517822687
254;0,014261873;0,01;0,426187251
255;0,023988739;0,05;0,520225227
256;0,023831224;0,01;1,383122407
257;0,025554646;0,01;1,555464581
258;0,029019291;0,01;1,901929058
259;0,027188918;0,01;1,718891762
260;0,019315647;0,02;0,034217652
261;0,014934462;0,01;0,493446156
262;0,012729152;0,02;0,363542395
263;0,01836773;0,01;0,836773008
264;0,03727138;0,02;0,863569021
265;0,003651008;0,02;0,817449576
266;0,037679292;0,03;0,255976409
267;0,04384784;0,05;0,123043194
268;0,020559238;0,01;1,055923827
269;0,006169997;0,01;0,383000284
270;0,02589252;0,02;0,294626016
271;0,019347595;0,02;0,032620247
272;0,014305516;0,02;0,284724193
273;0,008759744;0,01;0,124025647
274;0,003429373;0,01;0,657062721
275;0,028930482;0,01;1,893048152
276;0,008828913;0,03;0,705702905
277;0,016830327;0,01;0,683032699
278;0,016152136;0,02;0,192393199
279;0,03108616;0,05;0,378276803
280;0,014640384;0,01;0,464038435
281;0,010093909;0,02;0,495304562
282;0,010863472;0,02;0,456826411
283;0,016486613;0,01;0,648661308
284;0,011448867;0,01;0,144886669
285;0,027468262;0,01;1,746826224
286;0,022380071;0,01;1,238007076
287;0,023357039;0,01;1,335703932
288;0,01105487;0,02;0,447256513
289;0,018671397;0,01;0,867139712
290;0,018644121;0,01;0,864412054
291;0,018215159;0,01;0,821515895
292;0,009938627;0,02;0,503068672
293;0,017177185;0,01;0,717718504
294;0,013043807;0,01;0,304380689
295;0,003250203;0,01;0,67497969
296;0,016393207;0,02;0,180339649
297;0,027658449;0,01;1,765844949
298;0,025653904;0,03;0,144869857
299;0,011407147;0,02;0,429642642
300;0,045899734;0,02;1,294986695
301;0,030228632;0,03;0,007621052
302;0,019802341;0,05;0,603953175
303;0,026754841;0,01;1,675484121
304;-0,013223194;0,01;2,322319359
305;0,00398128;0,01;0,601871986
306;0,026084082;0,02;0,30420411
307;0,022484759;0,01;1,248475887
308;0,051655389;0,01;4,165538937
309;0,017841822;0,02;0,107908923
310;0,032292433;0,01;2,229243308
311;0,023170905;0,01;1,317090519
312;0,02573427;0,02;0,2867135
313;0,027517265;0,05;0,449654706
314;0,012651031;0,02;0,367448455
315;0,021066694;0,02;0,053334679
316;0,034527391;0,02;0,72636956
317;0,053573243;0,03;0,785774777
318;0,035847746;0,03;0,194924861
319;0,012756923;0,01;0,275692321
320;0,028537748;0,03;0,048741721
321;0,011630042;0,01;0,163004152
322;0,023270385;0,01;1,327038534
323;0,020787548;0,02;0,039377414
324;0,026012935;0,02;0,300646737
325;0,020100961;0,01;1,010096051
326;0,005453971;0,01;0,454602879
327;0,02661409;0,01;1,661409043
328;0,01827072;0,01;0,82707198
329;0,013943464;0,02;0,302826822
330;0,043075066;0,02;1,153753303
331;0,044947755;0,02;1,24738773
332;0,040791832;0,02;1,039591596
333;0,022199715;0,02;0,109985728
334;0,024547361;0,03;0,181754639
335;0,025232814;0,02;0,261640713
336;0,005394843;0,01;0,460515659
337;0,014200496;0,01;0,420049649
338;0,007985518;0,02;0,600724084
339;0,018848492;0,03;0,371716939
340;0,031888686;0,02;0,594434306
341;0,033244845;0,01;2,324484453
342;0,003809743;0,02;0,809512834
343;0,027165134;0,03;0,09449555
344;0,028130488;0,01;1,813048847
345;0,026444495;0,01;1,644449472
346;0,02082135;0,02;0,041067485
347;0,047701698;0,01;3,77016978
348;0,031507038;0,02;0,575351879
349;0,010024867;0,01;0,002486702
350;0,005405007;0,02;0,729749653
351;0,02782329;0,01;1,782328986
352;0,015455251;0,01;0,545525063
353;0,035079867;0,02;0,753993332
354;0,028030464;0,01;1,803046443
355;0,022685144;0,02;0,134257205
356;0,021201823;0,01;1,120182291
357;0,019046953;0,02;0,047652353
358;0,002513004;0,01;0,748699577
359;0,02574225;0,02;0,287112478
360;0,010058167;0,01;0,005816739
361;0,022452289;0,01;1,245228924
362;0,016660454;0,01;0,666045375
363;0,026551547;0,02;0,327577326
364;0,019803206;0,02;0,009839725
365;0,029847525;0,02;0,492376253
366;0,006997378;0,01;0,300262239
367;0,018996524;0,02;0,050173815
368;0,013664355;0,02;0,316782271
369;0,014210931;0,03;0,526302299
370;0,024685567;0,01;1,468556724
371;0,015823213;0,02;0,208839331
372;0,036405351;0,01;2,640535101
373;0,024995754;0,03;0,166808215
374;0,023959259;0,01;1,395925857
375;0,016657518;0,01;0,665751822
376;0,023849504;0,02;0,192475203
377;0,039816733;0,01;2,981673345
378;0,024098296;0,02;0,204914786
379;0,012157555;0,01;0,215755474
380;0,029566491;0,02;0,478324551
381;-0,003422835;0,01;1,342283514
382;0,022326747;0,01;1,232674696
383;0,01460711;0,02;0,269644497
384;0,022021182;0,01;1,202118188
385;0,000438227;0,01;0,956177283
386;0,041171614;0,05;0,176567718
387;0,026460547;0,01;1,6460547
388;0,036037918;0,01;2,603791818
389;0,014329696;0,01;0,432969607
390;0,014837967;0,02;0,258101638
391;0,015781308;0,05;0,684373848
392;0,027801566;0,02;0,390078291
393;0,021870174;0,03;0,270994216
394;0,027602376;0,01;1,760237642
395;0,027821483;0,05;0,443570338
396;0,007601559;0,02;0,619922042
397;0,012956434;0,01;0,295643393
398;0,003640868;0,01;0,635913246
399;0,013505544;0,02;0,324722821
400;-0,008674514;0,01;1,867451355
401;0,027281741;0,02;0,364087034
402;0,007689917;0,03;0,743669418
403;0,020856349;0,02;0,04281744
404;0,023673987;0,02;0,183699351
405;0,033434622;0,02;0,671731099
406;0,021583527;0,02;0,079176366
407;0,018551396;0,01;0,855139621
408;0,016510097;0,02;0,174495135
409;0,006624737;0,02;0,668763159
410;0,03259838;0,03;0,086612667
411;0,017204881;0,02;0,139755964
412;0,020116173;0,01;1,011617273
413;0,027877105;0,01;1,78771054
414;0,016468948;0,01;0,646894775
415;0,001390258;0,01;0,860974227
416;0,003229917;0,02;0,83850416
417;0,005701281;0,02;0,714935943
418;-0,004571617;0,01;1,457161665
419;0,003419968;0,01;0,65800324
420;0,027763514;0,03;0,074549538
421;0,026442157;0,02;0,322107855
422;0,063793868;0,05;0,275877357
423;0,021025397;0,02;0,051269844
424;0,016111372;0,03;0,462954265
425;0,022944422;0,01;1,294442244
426;0,041761793;0,02;1,08808966
427;0,035144802;0,03;0,171493406
428;0,020302253;0,01;1,030225284
429;0,007399664;0,01;0,260033621
430;0,014609228;0,01;0,460922789
431;0,02558082;0,01;1,55808197
432;0,031215066;0,02;0,560753305
433;0,027225036;0,01;1,722503617
434;0,00677914;0,01;0,322085967
435;0,023111459;0,02;0,155572943
436;0,006349231;0,01;0,365076888
437;-0,001513504;0,01;1,151350431
438;0,009105818;0,01;0,089418165
439;0,013372691;0,02;0,331365433
440;0,03340048;0,02;0,670023985
441;0,034842793;0,02;0,742139645
442;0,009731965;0,04;0,756700872
443;0,017251428;0,01;0,725142822
444;0,029089229;0,02;0,454461459
445;0,014035027;0,03;0,532165782
446;0,011727497;0,02;0,413625151
447;0,020240223;0,01;1,024022304
448;0,0078283;0,01;0,217170011
449;0,019414311;0,04;0,514642218
450;0,046752322;0,02;1,337616123
451;0,03323796;0,02;0,661898009
452;0,019934166;0,01;0,993416622
453;0,0109733;0,03;0,634223338
454;0,019383257;0,02;0,030837137
455;0,04700784;0,01;3,700784013
456;0,028023677;0,01;1,802367695
457;0,025980996;0,02;0,299049798
458;0,029529266;0,02;0,476463303
459;0,024871254;0,01;1,487125434
460;-0,001795474;0,02;1,089773705
461;0,046488214;0,03;0,549607143
462;0,036463454;0,02;0,823172718
463;0,031865291;0,03;0,062176377
464;-0,005194207;0,01;1,519420672
465;0,03797264;0,05;0,240547195
466;0,016022565;0,02;0,198871758
467;0,01207598;0,01;0,207598019
468;0,009994836;0,01;0,000516441
469;0,043781172;0,03;0,459372416
470;0,024313051;0,02;0,215652563
471;0,04252252;0,02;1,126125991
472;0,040231671;0,02;1,011583559
473;0,019985842;0,01;0,998584159
474;0,011680081;0,03;0,610663981
475;0,015072836;0,03;0,497572146
476;0,035181724;0,01;2,518172354
477;0,017440923;0,01;0,744092256
478;0,022766223;0,01;1,276622318
479;0,021516891;0,01;1,15168912
480;-0,003619656;0,01;1,361965597
481;0,02193852;0,02;0,096925978
482;0,018762702;0,02;0,061864894
483;0,007966221;0,01;0,203377869
484;0,031641491;0,01;2,164149076
485;0,007301768;0,03;0,756607739
486;0,018359186;0,02;0,082040694
487;0,032790381;0,03;0,093012715
488;0,025499934;0,03;0,150002189
489;0,007927105;0,01;0,207289517
490;0,028635856;0,01;1,863585576
491;0,026679022;0,02;0,333951112
492;0,019877482;0,03;0,33741726
493;0,021316959;0,01;1,131695859
494;0,045113277;0,05;0,097734466
495;0,00898202;0,05;0,820359591
496;0,026223399;0,03;0,125886708
497;0,01931785;0,01;0,931785047
498;0,01931785;0,01;0,931785047
499;0,01613275;0,02;0,193362519
500;0,004388165;0,01;0,561183527
501;0,028576795;0,02;0,428839751
502;0,014982537;0,01;0,498253737
503;0,014982537;0,01;0,498253737
504;0,022807164;0,01;1,280716412
505;0,012672746;0,01;0,267274562
506;0,029194456;0,02;0,45972278
507;0,004059284;0,01;0,594071601
508;0,000995824;0,01;0,9004176
509;0,050889801;0,03;0,696326708
510;0,031383079;0,02;0,569153927
511;0,012115804;0,01;0,211580355
512;0,016443936;0,01;0,644393615
513;0,023331909;0,02;0,166595425
514;0,009085868;0,02;0,545706576
515;0,001016164;0,01;0,898383638
516;-0,00513358;0,02;1,256678998
517;0,027327232;0,02;0,366361603
518;0,010558975;0,02;0,472051254
519;0,006581245;0,01;0,341875501
520;0,012978806;0,03;0,567373128
;;;0,655008569
