;Predictions;True labels;MRE
222;0,038659066;0,02;0,932953298
223;0,036253765;0,02;0,812688261
224;0,1824999;0,21;0,130952855
225;0,093007416;0,08;0,162592694
226;0,063013829;0,13;0,515278236
227;0,041828081;0,05;0,16343838
228;0,125408158;0,2;0,372959211
229;0,092363752;0,08;0,154546905
230;0,059717488;0,08;0,253531406
231;0,099586815;0,13;0,23394758
232;0,135527462;0,2;0,322362691
233;0,057804808;0,08;0,2774399
234;0,048587304;0,13;0,626251511
235;0,085684635;0,13;0,340887425
236;0,044818778;0,05;0,103624448
237;0,065771103;0,08;0,177861214
238;0,14282684;0,13;0,098668002
239;0,059028331;0,03;0,96761104
240;0,086853273;0,08;0,085665915
241;0,090770185;0,13;0,301767808
242;0,069908291;0,05;0,398165822
243;0,122936673;0,13;0,054333281
244;0,080542982;0,05;0,610859632
245;0,050733149;0,03;0,691104968
246;0,089739025;0,08;0,121737808
247;0,044812769;0,03;0,493758957
248;0,06162608;0,08;0,229673995
249;0,085682817;0,13;0,340901409
250;0,098508343;0,08;0,231354289
251;0,061160162;0,05;0,223203242
252;0,117785178;0,13;0,093960168
253;0,155038163;0,13;0,192601254
254;0,151274368;0,2;0,243628159
255;0,183467373;0,2;0,082663134
256;0,183242589;0,2;0,083787054
257;0,071951076;0,08;0,100611545
258;0,088226654;0,05;0,764533073
259;0,067708455;0,03;1,256948501
260;0,050145369;0,05;0,00290738
261;0,061557535;0,08;0,230530811
262;0,082495838;0,08;0,03119798
263;0,056353938;0,05;0,127078757
264;0,093910992;0,08;0,173887402
265;0,08341416;0,2;0,582929201
266;0,041398603;0,02;1,069930173
267;0,040933713;0,03;0,364457111
268;0,005995343;0,05;0,880093141
269;0,016331121;0,01;0,633112133
270;0,083564483;0,08;0,044556033
271;0,044802591;0,05;0,103948176
272;0,08483202;0,08;0,060400251
273;0,087559201;0,05;0,751184016
274;0,096013486;0,13;0,26143472
275;0,115507342;0,13;0,111481985
276;0,07282225;0,05;0,456445009
277;0,104451954;0,13;0,196523428
278;0,066347763;0,08;0,170652963
279;0,064110778;0,02;2,205538914
280;0,073251329;0,08;0,084358383
281;0,056338429;0,05;0,126768589
282;0,096332319;0,05;0,926646382
283;0,078649417;0,05;0,572988331
284;0,061825268;0,05;0,236505359
285;0,123683155;0,13;0,048591119
286;0,038350627;0,08;0,520617165
287;0,040145621;0,03;0,338187357
288;0,078769997;0,2;0,606150016
289;0,113735035;0,2;0,431324825
290;0,030777147;0,03;0,025904901
291;0,029684534;0,05;0,406309314
292;0,060167708;0,08;0,247903656
293;0,079894073;0,05;0,597881466
294;0,068961173;0,08;0,137985334
295;0,095210619;0,13;0,267610621
296;0,080177426;0,08;0,002217829
297;0,081024393;0,08;0,012804918
298;0,081020311;0,08;0,012753882
299;0,074708484;0,08;0,066143949
300;0,078798421;0,08;0,015019741
301;0,05439169;0,05;0,087833792
302;0,058662806;0,05;0,173256114
303;0,06491226;0,05;0,298245192
304;0,066418543;0,05;0,328370869
305;0,08690019;0,08;0,086252369
306;0,059186477;0,05;0,183729544
307;0,084933273;0,08;0,061665919
308;0,066800274;0,13;0,486151739
309;0,042392403;0,05;0,152151942
310;0,060066652;0,03;1,002221718
311;0,053356804;0,05;0,067136079
312;0,048023432;0,05;0,03953135
313;0,069571562;0,08;0,130355474
314;0,064691797;0,08;0,191352539
315;0,048147529;0,03;0,604917645
316;0,061895952;0,08;0,226300605
317;0,050767634;0,08;0,365404574
318;0,066234604;0,08;0,172067456
319;0,020581512;0,01;1,058151178
320;0,069104463;0,05;0,382089257
321;0,055980176;0,08;0,300247803
322;0,121359646;0,13;0,066464259
323;0,096042998;0,13;0,261207707
324;0,144610494;0,2;0,276947528
325;0,043103326;0,08;0,461208424
326;0,076158628;0,13;0,414164401
327;0,059700217;0,05;0,194004342
328;0,063437544;0,05;0,268750876
329;0,049710501;0,03;0,6570167
330;0,052865393;0,02;1,643269673
331;0,077833891;0,05;0,556677818
332;0,077096246;0,08;0,036296923
333;0,052714728;0,03;0,757157594
334;0,036512818;0,05;0,269743636
335;0,089402013;0,13;0,312292211
336;0,060891774;0,05;0,217835471
337;0,090650558;0,13;0,302688012
338;0,088237897;0,08;0,102973707
339;0,060153931;0,08;0,248075858
340;0,047716267;0,05;0,045674652
341;0,01664893;0,02;0,167553522
342;0,039266687;0,03;0,308889563
343;0,094010763;0,08;0,175134536
344;0,058258653;0,05;0,165173054
345;0,073094256;0,05;0,461885124
346;0,068527296;0,05;0,370545924
347;0,100755252;0,08;0,259440649
348;0,045934685;0,03;0,531156152
349;0,042263553;0,03;0,408785085
350;0,053047195;0,05;0,060943902
351;0,073704846;0,05;0,474096924
352;0,035914082;0,03;0,197136069
353;0,060105696;0,05;0,202113926
354;0,060005814;0,05;0,200116277
355;0,094800293;0,13;0,270766973
356;0,069119565;0,05;0,382391304
357;0,057059426;0,05;0,141188517
358;0,044016939;0,05;0,119661227
359;0,047283415;0,03;0,576113825
360;0,05715175;0,08;0,285603128
361;0,053348001;0,03;0,778266703
362;0,051164061;0,05;0,023281217
363;0,077229433;0,08;0,03463209
364;0,058866996;0,05;0,177339926
365;0,075449318;0,08;0,056883529
366;0,03977498;0,03;0,32583268
367;0,043991975;0,05;0,12016049
368;0,064050063;0,03;1,135002116
369;0,055751629;0,08;0,303104635
370;0,070787251;0,08;0,115159363
371;0,056718986;0,05;0,13437973
372;0,099499531;0,08;0,243744139
373;0,06979391;0,08;0,127576128
374;0,072886601;0,08;0,088917486
375;0,050334439;0,03;0,677814623
376;0,051033225;0,02;1,551661246
377;0,082083553;0,08;0,026044413
378;0,067306899;0,05;0,346137971
379;0,100404426;0,13;0,227658258
380;0,089759469;0,08;0,121993363
381;0,053969391;0,05;0,079387814
382;0,100652702;0,13;0,225748445
383;0,031102808;0,03;0,036760273
384;0,086380124;0,08;0,079751551
385;0,071595483;0,08;0,105056468
386;0,069090575;0,08;0,136367813
387;0,024984926;0,03;0,167169134
388;0,092215508;0,13;0,290649937
389;0,127505466;0,2;0,362472668
390;0,051608153;0,03;0,720271756
391;0,080265;0,08;0,003312506
392;0,045681719;0,05;0,086365625
393;0,08914943;0,13;0,314235151
394;0,194026753;0,2;0,029866233
395;0,068496235;0,08;0,143797066
396;0,067684963;0,08;0,153937958
397;0,062568441;0,05;0,251368821
398;0,055881586;0,05;0,117631719
399;0,05242103;0,03;0,747367655
400;0,063141674;0,08;0,210729077
401;0,032991592;0,05;0,340168163
402;0,070831694;0,08;0,114603829
403;0,062421523;0,05;0,248430461
404;0,074355282;0,05;0,487105638
405;0,071435861;0,05;0,428717226
406;0,0683465;0,08;0,145668745
407;0,110026762;0,13;0,153640293
408;0,066568464;0,08;0,167894199
409;0,12816669;0,13;0,014102381
410;0,107359014;0,2;0,463204928
411;0,070274293;0,05;0,405485868
412;0,047916029;0,05;0,041679427
413;0,025624031;0,03;0,145865627
414;0,049771599;0,08;0,377855007
415;0,051318556;0,05;0,026371121
416;0,043944404;0,03;0,464813451
417;0,091224864;0,08;0,140310802
418;0,06430117;0,08;0,19623537
419;0,066633724;0,05;0,332674474
420;0,040803727;0,05;0,183925465
421;0,059423506;0,03;0,980783542
422;0,067308135;0,08;0,158648308
423;0,043512478;0,05;0,129750431
424;0,041352283;0,05;0,172954336
425;0,061119668;0,08;0,236004148
426;0,053425036;0,05;0,068500727
427;0,054108236;0,08;0,32364705
428;0,035617523;0,03;0,187250763
429;0,057649121;0,08;0,279385991
430;0,041157443;0,03;0,371914769
431;0,084813744;0,08;0,060171798
432;0,097899392;0,08;0,223742403
433;0,062391531;0,08;0,220105866
434;0,069691457;0,13;0,46391187
435;0,054074965;0,05;0,081499308
436;0,081397235;0,13;0,37386742
437;0,044964969;0,03;0,498832305
438;0,063611023;0,08;0,204862211
439;0,095144801;0,13;0,268116917
440;0,081755675;0,08;0,021945942
441;0,055072822;0,05;0,101456434
442;0,048368353;0,03;0,612278447
443;0,072500996;0,08;0,093737546
444;0,050141439;0,08;0,373232014
445;0,038521875;0,03;0,28406249
446;0,057461325;0,03;0,915377503
447;0,05191423;0,05;0,0382846
448;0,075412899;0,08;0,057338759
449;0,059757892;0,08;0,253026349
450;0,105553806;0,08;0,319422573
451;0,05425733;0,08;0,321783381
452;0,059506379;0,08;0,256170262
453;0,065049149;0,08;0,186885636
454;0,093610376;0,08;0,170129701
455;0,090016961;0,13;0,307561838
456;0,051833417;0,05;0,036668345
457;0,065924406;0,08;0,175944924
458;0,068120413;0,08;0,148494843
459;0,083702892;0,08;0,046286151
460;0,074833579;0,05;0,496671587
461;0,055381756;0,03;0,846058543
462;0,082240798;0,13;0,36737848
463;0,063327111;0,03;1,11090371
464;0,058227241;0,13;0,552098146
465;0,090323508;0,13;0,305203786
466;0,169410378;0,2;0,152948111
467;0,079150707;0,08;0,010616168
468;0,09113279;0,08;0,139159873
469;0,073970079;0,08;0,075374007
470;0,046268057;0,02;1,313402854
471;0,096716627;0,13;0,256025942
472;0,053329974;0,08;0,33337532
473;0,109419614;0,08;0,367745176
474;0,103254154;0,13;0,205737274
475;0,125543848;0,13;0,034278095
476;0,114641547;0,13;0,118141945
477;0,074392617;0,08;0,070092291
478;0,053292528;0,05;0,065850556
479;0,047008332;0,05;0,059833363
480;0,083037198;0,08;0,03796497
481;0,124704212;0,08;0,558802649
482;0,057424396;0,08;0,282195047
483;0,060024761;0,08;0,249690492
484;0,071713649;0,08;0,103579391
485;0,064411029;0,08;0,194862135
486;0,066635802;0,05;0,332716048
487;0,070540883;0,13;0,457377826
488;0,071755588;0,08;0,103055149
489;0,042956568;0,05;0,140868634
490;0,05922281;0,08;0,259714875
491;0,079301126;0,08;0,008735921
492;0,082144752;0,08;0,026809402
493;0,082274407;0,13;0,367119945
494;0,063196018;0,05;0,263920367
495;0,073689103;0,08;0,078886211
496;0,058888014;0,05;0,177760288
497;0,081125148;0,08;0,014064346
498;0,06446363;0,05;0,289272606
499;0,075733393;0,08;0,053332582
500;0,067201599;0,05;0,34403199
501;0,077093713;0,02;2,854685649
502;0,060343135;0,05;0,206862703
503;0,099628255;0,08;0,245353185
504;0,084385686;0,13;0,350879341
505;0,060911488;0,08;0,238606403
506;0,05602153;0,03;0,867384339
507;0,079734042;0,08;0,003324471
508;0,062670536;0,13;0,517918951
509;0,056466706;0,08;0,294166174
510;0,041435868;0,05;0,171282649
511;0,08806324;0,08;0,100790501
512;0,064155325;0,08;0,198058434
513;0,07248085;0,08;0,093989376
514;0,089063108;0,08;0,11328885
515;0,099717081;0,13;0,232945534
516;0,072481625;0,08;0,09397969
517;0,074967787;0,08;0,062902667
518;0,073168054;0,05;0,463361084
519;0,06525366;0,08;0,184329249
520;0,080766074;0,08;0,009575929
521;0,052520454;0,05;0,050409079
522;0,081066273;0,08;0,013328414
523;0,090228319;0,08;0,12785399
524;0,074034162;0,08;0,074572977
525;0,045285217;0,02;1,264260873
526;0,041694984;0,02;1,084749192
527;0,059161354;0,03;0,972045129
528;0,070891991;0,08;0,113850109
529;0,071762457;0,13;0,447981096
530;0,071210824;0,05;0,424216479
531;0,069827907;0,08;0,127151165
532;0,062176291;0,03;1,07254303
533;0,02748904;0,05;0,450219199
534;0,068949819;0,05;0,378996372
535;0,054395851;0,08;0,320051866
536;0,059053592;0,05;0,181071848
537;0,049314216;0,08;0,383572303
538;0,047731098;0,05;0,045378044
539;0,040246852;0,08;0,496914353
540;0,045185506;0,05;0,096289873
541;0,059935223;0,08;0,250809709
542;0,076941542;0,08;0,038230721
543;0,048068222;0,05;0,038635567
544;0,130635425;0,08;0,632942818
545;0,066563822;0,13;0,487970597
546;0,036037374;0,03;0,20124581
547;0,03013015;0,03;0,004338327
548;0,033915441;0,03;0,130514716
549;0,053485561;0,03;0,782852039
550;0,026101599;0,05;0,47796803
551;0,071966887;0,13;0,446408565
552;0,07588283;0,08;0,051464628
553;0,068495788;0,08;0,143802654
554;0,027724657;0,05;0,445506856
555;0,099039227;0,08;0,237990335
556;0,075646311;0,08;0,054421112
557;0,103072226;0,03;2,435740868
558;0,061718699;0,08;0,228516268
559;0,116997488;0,13;0,100019324
560;0,060389552;0,05;0,207791045
561;0,111324809;0,13;0,143655312
562;0,043919567;0,03;0,463985567
563;0,095894158;0,08;0,198676974
564;0,050429497;0,13;0,612080793
565;0,031601164;0,03;0,05337215
566;0,048560426;0,03;0,618680855
567;0,045479126;0,13;0,650160567
568;0,045896564;0,03;0,529885456
569;0,023435393;0,03;0,218820222
570;0,047100786;0,05;0,057984278
571;0,053633343;0,05;0,072666869
572;0,042228766;0,03;0,407625526
573;0,05559529;0,08;0,305058876
574;0,05605248;0,05;0,121049598
575;0,041003328;0,03;0,366777594
576;0,069587938;0,08;0,130150769
577;0,046585962;0,03;0,552865406
578;0,092344329;0,08;0,15430411
579;0,067930803;0,08;0,150864966
580;0,06527926;0,08;0,184009247
581;0,083303668;0,13;0,359202557
582;0,156822354;0,13;0,206325797
583;0,2303112;0,4;0,424222
584;0,046056107;0,05;0,078877866
585;0,072396852;0,08;0,095039349
586;0,049158476;0,05;0,016830474
587;0,053294901;0,05;0,065898016
588;0,055812739;0,08;0,302340765
589;0,052760392;0,08;0,340495095
590;0,06819959;0,08;0,147505127
591;0,067387111;0,08;0,157661106
592;0,082848743;0,08;0,035609283
593;0,038280174;0,08;0,521497823
594;0,063180417;0,05;0,263608336
595;0,062894844;0,08;0,213814456
596;0,073134512;0,08;0,085818604
597;0,111421444;0,2;0,442892782
598;0,062473129;0,08;0,219085881
599;0,053735636;0,05;0,074712723
600;0,0422736;0,03;0,409119988
601;0,046325851;0,03;0,544195041
602;0,08879225;0,08;0,10990312
603;0,046908304;0,08;0,413646199
604;0,065004908;0,05;0,300098151
605;0,087883875;0,08;0,098548435
606;0,153385684;0,2;0,233071581
607;0,085432075;0,08;0,067900937
608;0,047289904;0,02;1,36449521
609;0,060826309;0,02;2,041315451
610;0,046154339;0,02;1,307716943
611;0,081699036;0,08;0,021237951
612;0,069936648;0,08;0,1257919
613;0,080197759;0,08;0,002471987
614;0,08460895;0,08;0,057611872
615;0,101942196;0,13;0,215829258
616;0,085852712;0,08;0,073158905
617;0,210892543;0,2;0,054462716
618;0,172591448;0,2;0,137042761
619;0,110423364;0,13;0,15058951
620;0,091302834;0,08;0,141285431
621;0,076507062;0,05;0,530141234
622;0,087074697;0,08;0,088433713
623;0,0856895;0,08;0,07111875
624;0,069771878;0,08;0,12785152
625;0,059845679;0,08;0,251929019
626;0,106490545;0,13;0,180841962
627;0,086334556;0,08;0,079181954
628;0,097053923;0,08;0,213174034
629;0,06940382;0,08;0,132452253
630;0,075373664;0,08;0,057829194
631;0,063023552;0,08;0,212205596
632;0,06868881;0,08;0,141389877
633;0,08729542;0,08;0,091192756
634;0,093990721;0,08;0,17488401
635;0,07539314;0,08;0,057585746
636;0,043334685;0,03;0,444489509
637;0,090205826;0,08;0,127572823
638;0,086318254;0,08;0,078978181
639;0,056318387;0,08;0,296020158
640;0,072954006;0,08;0,088074919
641;0,065745264;0,05;0,314905286
642;0,095682971;0,13;0,263977145
643;0,038930692;0,03;0,297689726
644;0,061584443;0,08;0,230194464
645;0,089378037;0,08;0,117225457
646;0,063140094;0,05;0,262801886
647;0,037399434;0,02;0,869971678
648;0,056504291;0,08;0,293696368
649;0,057060786;0,02;1,85303928
650;0,067959338;0,05;0,359186769
651;0,069117695;0,08;0,136028811
652;0,073597431;0,13;0,433865914
653;0,078355238;0,08;0,020559527
654;0,076390229;0,08;0,045122135
655;0,06881208;0,08;0,139849003
656;0,065398686;0,05;0,307973713
657;0,053572647;0,05;0,071452945
658;0,046005946;0,05;0,079881087
659;0,067509264;0,08;0,156134203
660;0,058877803;0,02;1,943890169
661;0,069893658;0,08;0,126329273
662;0,056460917;0,05;0,12921834
663;0,014720338;0,02;0,26398308
664;0,058296606;0,08;0,271292426
665;0,052417114;0,05;0,048342288
666;0,040693264;0,03;0,356442148
667;0,045928482;0,05;0,081430361
668;0,058416612;0,05;0,168332249
669;0,068261459;0,05;0,365229189
670;0,052270442;0,05;0,045408845
671;0,061591927;0,05;0,231838539
672;0,042331651;0,03;0,411055028
673;0,041933022;0,03;0,397767415
674;0,049860407;0,03;0,662013556
675;0,047318324;0,03;0,577277482
676;0,060446665;0,03;1,014888823
677;0,051639825;0,03;0,721327504
678;0,108258173;0,08;0,353227161
679;0,063779384;0,08;0,202757701
680;0,06938871;0,08;0,132641125
681;0,070989579;0,05;0,419791579
682;0,066016957;0,05;0,320339143
683;0,04791756;0,05;0,041648805
684;0,082989819;0,08;0,037372742
685;0,117926605;0,13;0,092872269
686;0,113462381;0,13;0,127212453
687;0,119345836;0,13;0,081955105
688;0,080200292;0,08;0,002503652
689;0,064319976;0,08;0,196000304
690;0,04432755;0,03;0,477584988
691;0,084996745;0,08;0,062459312
692;0,079838008;0,13;0,385861479
693;0,046181101;0,05;0,076377973
694;0,059956241;0,05;0,199124828
695;0,051768616;0,05;0,035372317
696;0,082565568;0,08;0,032069605
697;0,049273752;0,05;0,014524966
698;0,071173213;0,05;0,423464268
699;0,05470819;0,05;0,094163805
700;0,037896231;0,02;0,894811541
701;0,019812798;0,02;0,009360094
702;0,05933265;0,05;0,186653003
703;0,081069008;0,05;0,62138015
704;0,044845961;0,05;0,103080779
705;0,051468492;0,05;0,029369831
706;0,056551389;0,05;0,131027788
707;0,082426377;0,08;0,030329708
708;0,092014045;0,08;0,150175557
709;0,067679882;0,08;0,154001474
710;0,099611908;0,08;0,245148852
711;0,063658819;0,05;0,273176372
712;0,113840282;0,13;0,124305523
713;0,093251616;0,08;0,165645197
714;0,073126376;0,08;0,085920304
715;0,065680988;0,08;0,178987648
716;0,067711569;0,05;0,354231387
717;0,054419331;0,05;0,088386625
718;0,042368919;0,02;1,118445933
719;0,055078104;0,08;0,311523698
720;0,069164336;0,05;0,383286715
721;0,040399857;0,03;0,346661896
722;0,072119705;0,13;0,445233036
723;0,090754025;0,13;0,301892118
724;0,058979467;0,05;0,179589331
725;0,037729312;0,03;0,257643724
726;0,0523756;0,08;0,345305003
727;0,08724574;0,08;0,09057175
728;0,072140664;0,05;0,442813277
729;0,059501696;0,08;0,256228795
730;0,045574628;0,03;0,519154261
731;0,066498958;0,05;0,329979151
732;0,077736102;0,08;0,028298724
733;0,125333309;0,13;0,035897622
734;0,023828978;0,02;0,191448886
735;0,061730269;0,05;0,234605387
736;0,069800943;0,08;0,127488211
737;0,075190008;0,05;0,503800154
738;0,118096143;0,13;0,091568131
739;0,040911056;0,05;0,181778878
740;0,060360871;0,08;0,245489109
741;0,046911739;0,05;0,061765224
742;0,088285886;0,13;0,320877802
743;0,094881088;0,08;0,186013594
744;0,05641735;0,05;0,128346995
745;0,112309262;0,08;0,403865777
746;0,075416707;0,08;0,057291169
747;0,047702853;0,05;0,045942947
748;0,085111409;0,05;0,702228189
749;0,086936593;0,05;0,738731861
750;0,050899658;0,05;0,017993167
751;0,036510903;0,03;0,217030113
752;0,058527511;0,05;0,170550212
753;0,063366756;0,05;0,267335117
754;0,107239209;0,08;0,340490114
755;0,06498716;0,08;0,187660497
756;0,085056037;0,13;0,345722795
757;0,067374051;0,03;1,245801687
758;0,058185719;0,05;0,163714379
759;0,053268194;0,08;0,334147573
760;0,104409575;0,13;0,19684942
761;0,058446258;0,05;0,168925166
762;0,065392867;0,05;0,307857335
763;0,06522277;0,05;0,3044554
764;0,046907902;0,05;0,061841965
765;0,083078258;0,05;0,661565155
766;0,065648377;0,03;1,188279231
767;0,040475745;0,05;0,190485105
768;0,043237954;0,05;0,135240912
769;0,037581429;0,05;0,248371422
770;0,05241444;0,08;0,344819505
771;0,053185023;0,03;0,772834112
772;0,037384987;0,05;0,252300262
773;0,053396609;0,05;0,067932174
774;0,068337031;0,08;0,145787116
